SITE: Vaulx-en-Velin, France, IDMP: FRA2, Lat: 45.7786 N, Long: 4.9225 E, Alt: 170 m
TIME: Winter Clock Time (GMT+1). Summer Clock Time from 03/29/2020 to 10/24/2020
TYPE: 1mn Instantaneous Measurements.
SOURCE:   ENTPE, Rue Maurice Audin, 69518 Vaulx-en-Velin, FRANCE.
          dumortier@entpe.fr, Phone:(33) 472047087.
COMMENTS: Diffuse illuminance and irradiance are corrected with Littlefair procedure.
	  All values have gone through ENTPE quality control procedure.

          XCLTime : Excel compatible time format (hours since 1/01/1900)
          Alts : altitude of the sun
          Azis : azimuth of the sun (from North to East)
          Evg  : global horizontal illuminance
          Evd  : diffuse horizontal illuminance
          Evgn : global vertical north illuminance
          Evge : global vertical east illuminance
          Evgs : global vertical south illuminance
          Evgw : global vertical west illuminance
          Eeg  : global horizontal irradiance
          Eed  : diffuse horizontal irradiance
          Lvz  : zenith luminance (11 degree aperture)
          Rh   : relative humidity
          Wd   : wind direction (from North to East)
          Ws   : wind speed
          Dbt  : dry bulb temperature
          Cvf  : illuminance shadow band correction factor
          Cef  : irradiance shadow band correction factor
          Ees  : direct horizontal irradiance
          UVA  : global horizontal UVA irradiance
          UVB  : global horizontal UVB irradiance

Date        Time           XCLTime       Alts   Azis  Evg     Evd    Evgn    Evge    Evgs    Evgw     Eeg     Eed     Lvz       Rh       Wd      Ws     Dbt       Cvf     Cef  Ees    UVA     UVB
mm/dd/yyyy hh:mm        01/01/1900        Deg    Deg  Lux     Lux     Lux     Lux     Lux     Lux    W/m2    W/m2   Cd/m2        %   DgN->E     m/s     DgC         %       %       W/m2    W/m2    W/m2
01/23/2020 00:00	43853.0	-61.8	333.5	0	0	0	0	0	0	0	0	0	79	334	0.3	0.9	100.0	100.0	0	0	0.0
01/23/2020 00:01	43853.0007	-61.8	334.0	0	0	0	0	0	0	0	0	0	79	334	0.3	0.9	100.0	100.0	0	0	0.0
01/23/2020 00:02	43853.0014	-61.9	334.4	0	0	0	0	0	0	0	0	0	79	331	0.4	0.9	100.0	100.0	0	0	0.0
01/23/2020 00:03	43853.0021	-62.0	334.9	0	0	0	0	0	0	0	0	0	79	331	0.4	0.8	100.0	100.0	0	0	0.0
01/23/2020 00:04	43853.0028	-62.1	335.4	0	0	0	0	0	0	0	0	0	79	330	0.1	0.8	100.0	100.0	0	0	0.0
01/23/2020 00:05	43853.0035	-62.1	335.9	0	0	0	0	0	0	0	0	0	79	330	0.1	0.9	100.0	100.0	0	0	0.0
01/23/2020 00:06	43853.0042	-62.2	336.3	0	0	0	0	0	0	0	0	0	79	328	0.0	0.9	100.0	100.0	0	0	0.0
01/23/2020 00:07	43853.0049	-62.3	336.8	0	0	0	0	0	0	0	0	0	79	289	0.0	0.8	100.0	100.0	0	0	0.0
01/23/2020 00:08	43853.0056	-62.3	337.3	0	0	0	0	0	0	0	0	0	80	295	0.3	0.8	100.0	100.0	0	0	0.0
01/23/2020 00:09	43853.0063	-62.4	337.8	0	0	0	0	0	0	0	0	0	80	310	0.5	0.8	100.0	100.0	0	0	0.0
01/23/2020 00:10	43853.0069	-62.5	338.3	0	0	0	0	0	0	0	0	0	80	308	0.8	0.9	100.0	100.0	0	0	0.0
