SITE: Vaulx-en-Velin, France, IDMP: FRA2, Lat: 45.7786 N, Long: 4.9225 E, Alt: 170 m
TIME: Winter Clock Time (GMT+1). Summer Clock Time from 03/29/2020 to 10/24/2020
TYPE: 1mn Instantaneous Measurements.
SOURCE:   ENTPE, Rue Maurice Audin, 69518 Vaulx-en-Velin, FRANCE.
          dumortier@entpe.fr, Phone:(33) 472047087.
COMMENTS: Diffuse illuminance and irradiance are corrected with Littlefair procedure.
	  All values have gone through ENTPE quality control procedure.

          XCLTime : Excel compatible time format (hours since 1/01/1900)
          Alts : altitude of the sun
          Azis : azimuth of the sun (from North to East)
          Evg  : global horizontal illuminance
          Evd  : diffuse horizontal illuminance
          Evgn : global vertical north illuminance
          Evge : global vertical east illuminance
          Evgs : global vertical south illuminance
          Evgw : global vertical west illuminance
          Eeg  : global horizontal irradiance
          Eed  : diffuse horizontal irradiance
          Lvz  : zenith luminance (11 degree aperture)
          Rh   : relative humidity
          Wd   : wind direction (from North to East)
          Ws   : wind speed
          Dbt  : dry bulb temperature
          Cvf  : illuminance shadow band correction factor
          Cef  : irradiance shadow band correction factor
          Ees  : direct horizontal irradiance
          UVA  : global horizontal UVA irradiance
          UVB  : global horizontal UVB irradiance

Date        Time           XCLTime       Alts   Azis  Evg     Evd    Evgn    Evge    Evgs    Evgw     Eeg     Eed     Lvz       Rh       Wd      Ws     Dbt       Cvf     Cef  Ees    UVA     UVB
mm/dd/yyyy hh:mm        01/01/1900        Deg    Deg  Lux     Lux     Lux     Lux     Lux     Lux    W/m2    W/m2   Cd/m2        %   DgN->E     m/s     DgC         %       %       W/m2    W/m2    W/m2
01/25/2020 00:00	43855.0	-61.3	333.6	0	0	0	0	0	0	0	0	0	89	353	0.4	2.6	100.0	100.0	0	0	0.0
01/25/2020 00:01	43855.0007	-61.3	334.0	0	0	0	0	0	0	0	0	0	89	353	0.3	2.7	100.0	100.0	0	0	0.0
01/25/2020 00:02	43855.0014	-61.4	334.5	0	0	0	0	0	0	0	0	0	89	353	0.5	2.7	100.0	100.0	0	0	0.0
01/25/2020 00:03	43855.0021	-61.5	335.0	0	0	0	0	0	0	0	0	0	89	340	0.6	2.5	100.0	100.0	0	0	0.0
01/25/2020 00:04	43855.0028	-61.6	335.4	0	0	0	0	0	0	0	0	0	89	340	0.5	2.7	100.0	100.0	0	0	0.0
01/25/2020 00:05	43855.0035	-61.6	335.9	0	0	0	0	0	0	0	0	0	89	340	0.4	2.6	100.0	100.0	0	0	0.0
01/25/2020 00:06	43855.0042	-61.7	336.4	0	0	0	0	0	0	0	0	0	89	339	0.5	2.6	100.0	100.0	0	0	0.0
01/25/2020 00:07	43855.0049	-61.8	336.9	0	0	0	0	0	0	0	0	0	89	333	0.5	2.6	100.0	100.0	0	0	0.0
01/25/2020 00:08	43855.0056	-61.9	337.3	0	0	0	0	0	0	0	0	0	89	333	0.6	2.6	100.0	100.0	0	0	0.0
01/25/2020 00:09	43855.0063	-61.9	337.8	0	0	0	0	0	0	0	0	0	89	339	0.5	2.6	100.0	100.0	0	0	0.0
01/25/2020 00:10	43855.0069	-62.0	338.3	0	0	0	0	0	0	0	0	0	89	339	0.6	2.5	100.0	100.0	0	0	0.0
01/25/2020 00:11	43855.0076	-62.0	338.8	0	0	0	0	0	0	0	0	0	89	339	0.5	2.5	100.0	100.0	0	0	0.0
01/25/2020 00:12	43855.0083	-62.1	339.3	0	0	0	0	0	0	0	0	0	89	339	0.3	2.6	100.0	100.0	0	0	0.0
01/25/2020 00:13	43855.009	-62.2	339.8	0	0	0	0	0	0	0	0	0	89	339	0.1	2.6	100.0	100.0	0	0	0.0
01/25/2020 00:14	43855.0097	-62.2	340.3	0	0	0	0	0	0	0	0	0	89	339	0.0	2.5	100.0	100.0	0	0	0.0
01/25/2020 00:15	43855.0104	-62.3	340.7	0	0	0	0	0	0	0	0	0	89	339	0.1	2.5	100.0	100.0	0	0	0.0
01/25/2020 00:16	43855.0111	-62.3	341.2	0	0	0	0	0	0	0	0	0	89	339	0.0	2.5	100.0	100.0	0	0	0.0
01/25/2020 00:17	43855.0118	-62.4	341.7	0	0	0	0	0	0	0	0	0	89	339	0.0	2.5	100.0	100.0	0	0	0.0
01/25/2020 00:18	43855.0125	-62.5	342.2	0	0	0	0	0	0	0	0	0	89	339	0.0	2.5	100.0	100.0	0	0	0.0
