SITE: Vaulx-en-Velin, France, IDMP: FRA2, Lat: 45.7786 N, Long: 4.9225 E, Alt: 170 m
TIME: Winter Clock Time (GMT+1). Summer Clock Time from 03/29/2020 to 10/24/2020
TYPE: 1mn Instantaneous Measurements.
SOURCE:   ENTPE, Rue Maurice Audin, 69518 Vaulx-en-Velin, FRANCE.
          dumortier@entpe.fr, Phone:(33) 472047087.
COMMENTS: Diffuse illuminance and irradiance are corrected with Littlefair procedure.
	  All values have gone through ENTPE quality control procedure.

          XCLTime : Excel compatible time format (hours since 1/01/1900)
          Alts : altitude of the sun
          Azis : azimuth of the sun (from North to East)
          Evg  : global horizontal illuminance
          Evd  : diffuse horizontal illuminance
          Evgn : global vertical north illuminance
          Evge : global vertical east illuminance
          Evgs : global vertical south illuminance
          Evgw : global vertical west illuminance
          Eeg  : global horizontal irradiance
          Eed  : diffuse horizontal irradiance
          Lvz  : zenith luminance (11 degree aperture)
          Rh   : relative humidity
          Wd   : wind direction (from North to East)
          Ws   : wind speed
          Dbt  : dry bulb temperature
          Cvf  : illuminance shadow band correction factor
          Cef  : irradiance shadow band correction factor
          Ees  : direct horizontal irradiance
          UVA  : global horizontal UVA irradiance
          UVB  : global horizontal UVB irradiance

Date        Time           XCLTime       Alts   Azis  Evg     Evd    Evgn    Evge    Evgs    Evgw     Eeg     Eed     Lvz       Rh       Wd      Ws     Dbt       Cvf     Cef  Ees    UVA     UVB
mm/dd/yyyy hh:mm        01/01/1900        Deg    Deg  Lux     Lux     Lux     Lux     Lux     Lux    W/m2    W/m2   Cd/m2        %   DgN->E     m/s     DgC         %       %       W/m2    W/m2    W/m2
01/29/2020 00:00	43859.0	-60.2	333.9	0	0	0	0	0	0	0	0	0	68	212	5.7	6.6	100.0	100.0	0	0	0.0
01/29/2020 00:01	43859.0007	-60.3	334.3	0	0	0	0	0	0	0	0	0	68	194	4.6	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:02	43859.0014	-60.4	334.8	0	0	0	0	0	0	0	0	0	68	180	2.5	6.6	100.0	100.0	0	0	0.0
01/29/2020 00:03	43859.0021	-60.5	335.2	0	0	0	0	0	0	0	0	0	68	204	2.8	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:04	43859.0028	-60.5	335.7	0	0	0	0	0	0	0	0	0	68	198	2.9	6.6	100.0	100.0	0	0	0.0
01/29/2020 00:05	43859.0035	-60.6	336.1	0	0	0	0	0	0	0	0	0	68	197	3.4	6.6	100.0	100.0	0	0	0.0
01/29/2020 00:06	43859.0042	-60.7	336.6	0	0	0	0	0	0	0	0	0	68	180	5.0	6.6	100.0	100.0	0	0	0.0
01/29/2020 00:07	43859.0049	-60.8	337.1	0	0	0	0	0	0	0	0	0	68	180	3.9	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:08	43859.0056	-60.8	337.5	0	0	0	0	0	0	0	0	0	68	211	2.4	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:09	43859.0063	-60.9	338.0	0	0	0	0	0	0	0	0	0	67	187	4.3	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:10	43859.0069	-61.0	338.5	0	0	0	0	0	0	0	0	0	67	200	3.9	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:11	43859.0076	-61.0	338.9	0	0	0	0	0	0	0	0	0	67	250	3.7	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:12	43859.0083	-61.1	339.4	0	0	0	0	0	0	0	0	0	68	232	2.4	6.8	100.0	100.0	0	0	0.0
01/29/2020 00:13	43859.009	-61.1	339.9	0	0	0	0	0	0	0	0	0	68	184	3.5	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:14	43859.0097	-61.2	340.4	0	0	0	0	0	0	0	0	0	68	198	4.0	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:15	43859.0104	-61.3	340.9	0	0	0	0	0	0	0	0	0	68	202	4.3	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:16	43859.0111	-61.3	341.3	0	0	0	0	0	0	0	0	0	68	211	3.8	6.8	100.0	100.0	0	0	0.0
01/29/2020 00:17	43859.0118	-61.4	341.8	0	0	0	0	0	0	0	0	0	68	175	3.5	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:18	43859.0125	-61.4	342.3	0	0	0	0	0	0	0	0	0	68	205	3.3	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:19	43859.0132	-61.5	342.8	0	0	0	0	0	0	0	0	0	68	207	3.2	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:20	43859.0139	-61.5	343.3	0	0	0	0	0	0	0	0	0	68	205	3.3	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:21	43859.0146	-61.6	343.8	0	0	0	0	0	0	0	0	0	68	200	3.7	6.6	100.0	100.0	0	0	0.0
01/29/2020 00:22	43859.0153	-61.6	344.2	0	0	0	0	0	0	0	0	0	68	210	2.3	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:23	43859.016	-61.7	344.7	0	0	0	0	0	0	0	0	0	68	205	3.4	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:24	43859.0167	-61.7	345.2	0	0	0	0	0	0	0	0	0	68	175	3.4	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:25	43859.0174	-61.8	345.7	0	0	0	0	0	0	0	0	0	68	185	3.2	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:26	43859.0181	-61.8	346.2	0	0	0	0	0	0	0	0	0	68	207	2.6	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:27	43859.0188	-61.8	346.7	0	0	0	0	0	0	0	0	0	69	191	3.0	6.8	100.0	100.0	0	0	0.0
01/29/2020 00:28	43859.0194	-61.9	347.2	0	0	0	0	0	0	0	0	0	69	196	4.1	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:29	43859.0201	-61.9	347.7	0	0	0	0	0	0	0	0	0	69	193	4.5	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:30	43859.0208	-61.9	348.2	0	0	0	0	0	0	0	0	0	70	204	3.8	6.7	100.0	100.0	0	0	0.0
01/29/2020 00:31	43859.0215	-62.0	348.7	0	0	0	0	0	0	0	0	0	69	201	4.4	6.6	100.0	100.0	0	0	0.0
01/29/2020 00:32	43859.0222	-62.0	349.2	0	0	0	0	0	0	0	0	0	69	198	2.7	6.6	100.0	100.0	0	0	0.0
01/29/2020 00:33	43859.0229	-62.0	349.7	0	0	0	0	0	0	0	0	0	69	204	2.9	6.6	100.0	100.0	0	0	0.0
01/29/2020 00:34	43859.0236	-62.1	350.2	0	0	0	0	0	0	0	0	0	69	222	3.1	6.6	100.0	100.0	0	0	0.0
01/29/2020 00:35	43859.0243	-62.1	350.7	0	0	0	0	0	0	0	0	0	69	239	1.8	6.6	100.0	100.0	0	0	0.0
01/29/2020 00:36	43859.025	-62.1	351.2	0	0	0	0	0	0	0	0	0	69	236	2.9	6.6	100.0	100.0	0	0	0.0
