SITE: Vaulx-en-Velin, France, IDMP: FRA2, Lat: 45.7786 N, Long: 4.9225 E, Alt: 170 m
TIME: Winter Clock Time (GMT+1). Summer Clock Time from 03/29/2020 to 10/24/2020
TYPE: 1mn Instantaneous Measurements.
SOURCE:   ENTPE, Rue Maurice Audin, 69518 Vaulx-en-Velin, FRANCE.
          dumortier@entpe.fr, Phone:(33) 472047087.
COMMENTS: Diffuse illuminance and irradiance are corrected with Littlefair procedure.
	  All values have gone through ENTPE quality control procedure.

          XCLTime : Excel compatible time format (hours since 1/01/1900)
          Alts : altitude of the sun
          Azis : azimuth of the sun (from North to East)
          Evg  : global horizontal illuminance
          Evd  : diffuse horizontal illuminance
          Evgn : global vertical north illuminance
          Evge : global vertical east illuminance
          Evgs : global vertical south illuminance
          Evgw : global vertical west illuminance
          Eeg  : global horizontal irradiance
          Eed  : diffuse horizontal irradiance
          Lvz  : zenith luminance (11 degree aperture)
          Rh   : relative humidity
          Wd   : wind direction (from North to East)
          Ws   : wind speed
          Dbt  : dry bulb temperature
          Cvf  : illuminance shadow band correction factor
          Cef  : irradiance shadow band correction factor
          Ees  : direct horizontal irradiance
          UVA  : global horizontal UVA irradiance
          UVB  : global horizontal UVB irradiance

Date        Time           XCLTime       Alts   Azis  Evg     Evd    Evgn    Evge    Evgs    Evgw     Eeg     Eed     Lvz       Rh       Wd      Ws     Dbt       Cvf     Cef  Ees    UVA     UVB
mm/dd/yyyy hh:mm        01/01/1900        Deg    Deg  Lux     Lux     Lux     Lux     Lux     Lux    W/m2    W/m2   Cd/m2        %   DgN->E     m/s     DgC         %       %       W/m2    W/m2    W/m2
01/24/2020 00:00	43854.0	-61.5	333.5	0	0	0	0	0	0	0	0	0	92	22	0.6	-0.8	100.0	100.0	0	0	0.0
01/24/2020 00:01	43854.0007	-61.6	334.0	0	0	0	0	0	0	0	0	0	92	350	0.5	-0.9	100.0	100.0	0	0	0.0
01/24/2020 00:02	43854.0014	-61.7	334.5	0	0	0	0	0	0	0	0	0	92	355	0.6	-0.8	100.0	100.0	0	0	0.0
01/24/2020 00:03	43854.0021	-61.7	334.9	0	0	0	0	0	0	0	0	0	92	1	0.4	-0.9	100.0	100.0	0	0	0.0
01/24/2020 00:04	43854.0028	-61.8	335.4	0	0	0	0	0	0	0	0	0	92	9	0.4	-0.8	100.0	100.0	0	0	0.0
01/24/2020 00:05	43854.0035	-61.9	335.9	0	0	0	0	0	0	0	0	0	92	356	0.5	-0.9	100.0	100.0	0	0	0.0
01/24/2020 00:06	43854.0042	-62.0	336.4	0	0	0	0	0	0	0	0	0	92	8	0.6	-0.9	100.0	100.0	0	0	0.0
01/24/2020 00:07	43854.0049	-62.0	336.8	0	0	0	0	0	0	0	0	0	92	7	0.6	-0.9	100.0	100.0	0	0	0.0
01/24/2020 00:08	43854.0056	-62.1	337.3	0	0	0	0	0	0	0	0	0	92	26	0.7	-0.9	100.0	100.0	0	0	0.0
01/24/2020 00:09	43854.0063	-62.2	337.8	0	0	0	0	0	0	0	0	0	92	19	0.8	-0.9	100.0	100.0	0	0	0.0
01/24/2020 00:10	43854.0069	-62.2	338.3	0	0	0	0	0	0	0	0	0	92	3	0.8	-1.0	100.0	100.0	0	0	0.0
