SITE: Vaulx-en-Velin, France, IDMP: FRA2, Lat: 45.7786 N, Long: 4.9225 E, Alt: 170 m
TIME: Winter Clock Time (GMT+1). Summer Clock Time from 03/29/2020 to 10/24/2020
TYPE: 1mn Instantaneous Measurements.
SOURCE:   ENTPE, Rue Maurice Audin, 69518 Vaulx-en-Velin, FRANCE.
          dumortier@entpe.fr, Phone:(33) 472047087.
COMMENTS: Diffuse illuminance and irradiance are corrected with Littlefair procedure.
	  All values have gone through ENTPE quality control procedure.

          XCLTime : Excel compatible time format (hours since 1/01/1900)
          Alts : altitude of the sun
          Azis : azimuth of the sun (from North to East)
          Evg  : global horizontal illuminance
          Evd  : diffuse horizontal illuminance
          Evgn : global vertical north illuminance
          Evge : global vertical east illuminance
          Evgs : global vertical south illuminance
          Evgw : global vertical west illuminance
          Eeg  : global horizontal irradiance
          Eed  : diffuse horizontal irradiance
          Lvz  : zenith luminance (11 degree aperture)
          Rh   : relative humidity
          Wd   : wind direction (from North to East)
          Ws   : wind speed
          Dbt  : dry bulb temperature
          Cvf  : illuminance shadow band correction factor
          Cef  : irradiance shadow band correction factor
          Ees  : direct horizontal irradiance
          UVA  : global horizontal UVA irradiance
          UVB  : global horizontal UVB irradiance

Date        Time           XCLTime       Alts   Azis  Evg     Evd    Evgn    Evge    Evgs    Evgw     Eeg     Eed     Lvz       Rh       Wd      Ws     Dbt       Cvf     Cef  Ees    UVA     UVB
mm/dd/yyyy hh:mm        01/01/1900        Deg    Deg  Lux     Lux     Lux     Lux     Lux     Lux    W/m2    W/m2   Cd/m2        %   DgN->E     m/s     DgC         %       %       W/m2    W/m2    W/m2
01/26/2020 00:00	43856.0	-61.0	333.6	0	0	0	0	0	0	0	0	0	82	340	0.7	6.8	100.0	100.0	0	0	0.0
01/26/2020 00:01	43856.0007	-61.1	334.1	0	0	0	0	0	0	0	0	0	82	359	0.6	6.9	100.0	100.0	0	0	0.0
01/26/2020 00:02	43856.0014	-61.2	334.6	0	0	0	0	0	0	0	0	0	82	8	0.8	6.8	100.0	100.0	0	0	0.0
01/26/2020 00:03	43856.0021	-61.2	335.0	0	0	0	0	0	0	0	0	0	82	5	0.8	6.8	100.0	100.0	0	0	0.0
01/26/2020 00:04	43856.0028	-61.3	335.5	0	0	0	0	0	0	0	0	0	82	11	0.7	6.8	100.0	100.0	0	0	0.0
01/26/2020 00:05	43856.0035	-61.4	336.0	0	0	0	0	0	0	0	0	0	82	34	0.4	6.8	100.0	100.0	0	0	0.0
01/26/2020 00:06	43856.0042	-61.5	336.4	0	0	0	0	0	0	0	0	0	82	39	0.4	6.7	100.0	100.0	0	0	0.0
01/26/2020 00:07	43856.0049	-61.5	336.9	0	0	0	0	0	0	0	0	0	82	55	0.0	6.7	100.0	100.0	0	0	0.0
01/26/2020 00:08	43856.0056	-61.6	337.4	0	0	0	0	0	0	0	0	0	82	46	0.4	6.7	100.0	100.0	0	0	0.0
01/26/2020 00:09	43856.0063	-61.7	337.9	0	0	0	0	0	0	0	0	0	82	22	0.7	6.8	100.0	100.0	0	0	0.0
01/26/2020 00:10	43856.0069	-61.7	338.3	0	0	0	0	0	0	0	0	0	83	34	1.0	6.7	100.0	100.0	0	0	0.0
01/26/2020 00:11	43856.0076	-61.8	338.8	0	0	0	0	0	0	0	0	0	83	41	0.9	6.7	100.0	100.0	0	0	0.0
01/26/2020 00:12	43856.0083	-61.9	339.3	0	0	0	0	0	0	0	0	0	83	56	0.7	6.7	100.0	100.0	0	0	0.0
01/26/2020 00:13	43856.009	-61.9	339.8	0	0	0	0	0	0	0	0	0	83	25	0.2	6.7	100.0	100.0	0	0	0.0
01/26/2020 00:14	43856.0097	-62.0	340.3	0	0	0	0	0	0	0	0	0	83	24	0.2	6.7	100.0	100.0	0	0	0.0
01/26/2020 00:15	43856.0104	-62.0	340.8	0	0	0	0	0	0	0	0	0	83	24	0.0	6.6	100.0	100.0	0	0	0.0
01/26/2020 00:16	43856.0111	-62.1	341.3	0	0	0	0	0	0	0	0	0	83	24	0.0	6.6	100.0	100.0	0	0	0.0
01/26/2020 00:17	43856.0118	-62.1	341.7	0	0	0	0	0	0	0	0	0	83	24	0.0	6.7	100.0	100.0	0	0	0.0
01/26/2020 00:18	43856.0125	-62.2	342.2	0	0	0	0	0	0	0	0	0	83	19	0.0	6.7	100.0	100.0	0	0	0.0
01/26/2020 00:19	43856.0132	-62.3	342.7	0	0	0	0	0	0	0	0	0	83	22	0.6	6.7	100.0	100.0	0	0	0.0
01/26/2020 00:20	43856.0139	-62.3	343.2	0	0	0	0	0	0	0	0	0	83	22	0.5	6.6	100.0	100.0	0	0	0.0
01/26/2020 00:21	43856.0146	-62.4	343.7	0	0	0	0	0	0	0	0	0	83	22	0.5	6.6	100.0	100.0	0	0	0.0
01/26/2020 00:22	43856.0153	-62.4	344.2	0	0	0	0	0	0	0	0	0	83	26	0.5	6.6	100.0	100.0	0	0	0.0
01/26/2020 00:23	43856.016	-62.4	344.7	0	0	0	0	0	0	0	0	0	83	7	0.2	6.6	100.0	100.0	0	0	0.0
01/26/2020 00:24	43856.0167	-62.5	345.2	0	0	0	0	0	0	0	0	0	83	357	0.3	6.6	100.0	100.0	0	0	0.0
